NO_OF_FRAMES	9217
NO_OF_CAMERAS	8
NO_OF_MARKERS	3
FREQUENCY	150
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-01-16, 10:54:23.294	2216.09629770
DATA_INCLUDED	3D
MARKER_NAMES	marker1		
Frame	Time	marker1 X	marker1 Y	marker1 Z	 X	 Y	 Z	 X	 Y	 Z	
293	1.94667	965.414	290.128	84.200	0.000	0.000	0.000	0.000	0.000	0.000
294	1.95333	965.403	290.129	84.231	0.000	0.000	0.000	0.000	0.000	0.000
295	1.96000	965.337	290.050	84.127	0.000	0.000	0.000	0.000	0.000	0.000
296	1.96667	965.346	290.056	84.128	0.000	0.000	0.000	0.000	0.000	0.000
297	1.97333	965.300	290.062	84.151	0.000	0.000	0.000	0.000	0.000	0.000
298	1.98000	965.270	290.065	84.116	0.000	0.000	0.000	0.000	0.000	0.000
299	1.98667	965.262	290.060	84.081	0.000	0.000	0.000	0.000	0.000	0.000
300	1.99333	965.230	290.086	84.140	0.000	0.000	0.000	0.000	0.000	0.000
301	2.00000	965.181	290.109	84.120	0.000	0.000	0.000	0.000	0.000	0.000
302	2.00667	965.129	290.119	84.128	0.000	0.000	0.000	0.000	0.000	0.000
303	2.01333	965.088	290.115	84.140	0.000	0.000	0.000	0.000	0.000	0.000
304	2.02000	965.050	290.129	84.147	0.000	0.000	0.000	0.000	0.000	0.000
305	2.02667	965.014	290.142	84.134	0.000	0.000	0.000	0.000	0.000	0.000
306	2.03333	964.996	290.124	84.156	0.000	0.000	0.000	0.000	0.000	0.000
307	2.04000	964.959	290.109	84.152	0.000	0.000	0.000	0.000	0.000	0.000
308	2.04667	964.941	290.134	84.151	0.000	0.000	0.000	0.000	0.000	0.000
309	2.05333	964.900	290.144	84.155	0.000	0.000	0.000	0.000	0.000	0.000
310	2.06000	964.858	290.137	84.175	0.000	0.000	0.000	0.000	0.000	0.000
311	2.06667	964.816	290.156	84.167	0.000	0.000	0.000	0.000	0.000	0.000
312	2.07333	964.768	290.161	84.160	0.000	0.000	0.000	0.000	0.000	0.000
313	2.08000	964.754	290.174	84.142	0.000	0.000	0.000	0.000	0.000	0.000
314	2.08667	964.690	290.172	84.166	0.000	0.000	0.000	0.000	0.000	0.000
315	2.09333	964.655	290.181	84.164	0.000	0.000	0.000	0.000	0.000	0.000
316	2.10000	964.672	290.155	84.149	0.000	0.000	0.000	0.000	0.000	0.000
317	2.10667	964.677	290.171	84.165	0.000	0.000	0.000	0.000	0.000	0.000
318	2.11333	964.664	290.191	84.194	0.000	0.000	0.000	0.000	0.000	0.000
319	2.12000	964.645	290.215	84.171	0.000	0.000	0.000	0.000	0.000	0.000
320	2.12667	964.614	290.200	84.173	0.000	0.000	0.000	0.000	0.000	0.000
321	2.13333	964.648	290.324	84.299	0.000	0.000	0.000	0.000	0.000	0.000
322	2.14000	964.608	290.260	84.168	0.000	0.000	0.000	0.000	0.000	0.000
323	2.14667	964.633	290.348	84.248	0.000	0.000	0.000	0.000	0.000	0.000
324	2.15333	964.612	290.351	84.241	0.000	0.000	0.000	0.000	0.000	0.000
325	2.16000	964.622	290.389	84.264	0.000	0.000	0.000	0.000	0.000	0.000
326	2.16667	964.555	290.327	84.158	0.000	0.000	0.000	0.000	0.000	0.000
327	2.17333	964.581	290.418	84.264	0.000	0.000	0.000	0.000	0.000	0.000
328	2.18000	964.579	290.419	84.268	0.000	0.000	0.000	0.000	0.000	0.000
329	2.18667	964.579	290.437	84.248	0.000	0.000	0.000	0.000	0.000	0.000
330	2.19333	964.571	290.465	84.264	0.000	0.000	0.000	0.000	0.000	0.000
331	2.20000	964.585	290.470	84.277	0.000	0.000	0.000	0.000	0.000	0.000
332	2.20667	964.611	290.375	84.315	0.000	0.000	0.000	0.000	0.000	0.000
333	2.21333	964.566	290.472	84.235	0.000	0.000	0.000	0.000	0.000	0.000
334	2.22000	964.568	290.506	84.261	0.000	0.000	0.000	0.000	0.000	0.000
335	2.22667	964.598	290.459	84.316	0.000	0.000	0.000	0.000	0.000	0.000
336	2.23333	964.569	290.584	84.262	0.000	0.000	0.000	0.000	0.000	0.000
337	2.24000	964.573	290.495	84.318	0.000	0.000	0.000	0.000	0.000	0.000
338	2.24667	964.574	290.536	84.331	0.000	0.000	0.000	0.000	0.000	0.000
339	2.25333	964.511	290.637	84.212	0.000	0.000	0.000	0.000	0.000	0.000
340	2.26000	964.499	290.646	84.199	0.000	0.000	0.000	0.000	0.000	0.000
341	2.26667	964.530	290.624	84.209	0.000	0.000	0.000	0.000	0.000	0.000
342	2.27333	964.519	290.655	84.241	0.000	0.000	0.000	0.000	0.000	0.000
343	2.28000	964.530	290.555	84.263	0.000	0.000	0.000	0.000	0.000	0.000
344	2.28667	964.492	290.669	84.198	0.000	0.000	0.000	0.000	0.000	0.000
345	2.29333	964.541	290.578	84.277	0.000	0.000	0.000	0.000	0.000	0.000
346	2.30000	964.531	290.585	84.271	0.000	0.000	0.000	0.000	0.000	0.000
347	2.30667	964.455	290.704	84.173	0.000	0.000	0.000	0.000	0.000	0.000
348	2.31333	964.529	290.620	84.260	0.000	0.000	0.000	0.000	0.000	0.000
349	2.32000	964.480	290.667	84.212	0.000	0.000	0.000	0.000	0.000	0.000
350	2.32667	964.500	290.648	84.200	0.000	0.000	0.000	0.000	0.000	0.000
351	2.33333	964.504	290.681	84.203	0.000	0.000	0.000	0.000	0.000	0.000
352	2.34000	964.515	290.693	84.192	0.000	0.000	0.000	0.000	0.000	0.000
353	2.34667	964.541	290.694	84.199	0.000	0.000	0.000	0.000	0.000	0.000
354	2.35333	964.465	290.786	84.126	0.000	0.000	0.000	0.000	0.000	0.000
355	2.36000	964.549	290.697	84.194	0.000	0.000	0.000	0.000	0.000	0.000
356	2.36667	964.591	290.742	84.235	0.000	0.000	0.000	0.000	0.000	0.000
357	2.37333	964.588	290.721	84.217	0.000	0.000	0.000	0.000	0.000	0.000
358	2.38000	964.605	290.732	84.181	0.000	0.000	0.000	0.000	0.000	0.000
359	2.38667	964.598	290.729	84.195	0.000	0.000	0.000	0.000	0.000	0.000
360	2.39333	964.619	290.745	84.158	0.000	0.000	0.000	0.000	0.000	0.000
361	2.40000	964.664	290.743	84.176	0.000	0.000	0.000	0.000	0.000	0.000
362	2.40667	964.677	290.752	84.198	0.000	0.000	0.000	0.000	0.000	0.000
363	2.41333	964.701	290.788	84.181	0.000	0.000	0.000	0.000	0.000	0.000
364	2.42000	964.669	290.872	84.119	0.000	0.000	0.000	0.000	0.000	0.000
365	2.42667	964.729	290.755	84.203	0.000	0.000	0.000	0.000	0.000	0.000
366	2.43333	964.765	290.762	84.190	0.000	0.000	0.000	0.000	0.000	0.000
367	2.44000	964.721	290.874	84.106	0.000	0.000	0.000	0.000	0.000	0.000
368	2.44667	964.788	290.750	84.166	0.000	0.000	0.000	0.000	0.000	0.000
369	2.45333	964.823	290.793	84.139	0.000	0.000	0.000	0.000	0.000	0.000
370	2.46000	964.847	290.792	84.142	0.000	0.000	0.000	0.000	0.000	0.000
371	2.46667	964.843	290.824	84.104	0.000	0.000	0.000	0.000	0.000	0.000
372	2.47333	964.862	290.807	84.135	0.000	0.000	0.000	0.000	0.000	0.000
373	2.48000	964.867	290.814	84.193	0.000	0.000	0.000	0.000	0.000	0.000
374	2.48667	964.851	290.829	84.167	0.000	0.000	0.000	0.000	0.000	0.000
375	2.49333	964.868	290.815	84.143	0.000	0.000	0.000	0.000	0.000	0.000
376	2.50000	964.883	290.874	84.136	0.000	0.000	0.000	0.000	0.000	0.000
377	2.50667	964.876	290.840	84.163	0.000	0.000	0.000	0.000	0.000	0.000
378	2.51333	964.890	290.855	84.112	0.000	0.000	0.000	0.000	0.000	0.000
379	2.52000	964.902	290.855	84.138	0.000	0.000	0.000	0.000	0.000	0.000
380	2.52667	964.866	290.747	84.003	0.000	0.000	0.000	0.000	0.000	0.000
381	2.53333	964.913	290.819	84.132	0.000	0.000	0.000	0.000	0.000	0.000
382	2.54000	964.929	290.809	84.126	0.000	0.000	0.000	0.000	0.000	0.000
383	2.54667	964.956	290.804	84.131	0.000	0.000	0.000	0.000	0.000	0.000
384	2.55333	964.958	290.808	84.107	0.000	0.000	0.000	0.000	0.000	0.000
385	2.56000	964.942	290.767	84.084	0.000	0.000	0.000	0.000	0.000	0.000
386	2.56667	964.958	290.791	84.106	0.000	0.000	0.000	0.000	0.000	0.000
387	2.57333	964.916	290.690	83.949	0.000	0.000	0.000	0.000	0.000	0.000
388	2.58000	964.913	290.709	83.953	0.000	0.000	0.000	0.000	0.000	0.000
389	2.58667	964.887	290.814	83.831	0.000	0.000	0.000	0.000	0.000	0.000
390	2.59333	964.991	290.809	84.057	0.000	0.000	0.000	0.000	0.000	0.000
391	2.60000	964.948	290.702	83.921	0.000	0.000	0.000	0.000	0.000	0.000
392	2.60667	965.010	290.770	84.035	0.000	0.000	0.000	0.000	0.000	0.000
393	2.61333	964.990	290.682	83.961	0.000	0.000	0.000	0.000	0.000	0.000
394	2.62000	964.993	290.686	83.918	0.000	0.000	0.000	0.000	0.000	0.000
395	2.62667	965.003	290.654	83.949	0.000	0.000	0.000	0.000	0.000	0.000
396	2.63333	965.042	290.638	83.944	0.000	0.000	0.000	0.000	0.000	0.000
397	2.64000	965.046	290.653	83.935	0.000	0.000	0.000	0.000	0.000	0.000
398	2.64667	965.059	290.629	83.933	0.000	0.000	0.000	0.000	0.000	0.000
399	2.65333	965.010	290.740	83.854	0.000	0.000	0.000	0.000	0.000	0.000
400	2.66000	965.043	290.841	83.955	0.000	0.000	0.000	0.000	0.000	0.000
401	2.66667	965.088	290.759	84.027	0.000	0.000	0.000	0.000	0.000	0.000
402	2.67333	965.039	290.735	83.843	0.000	0.000	0.000	0.000	0.000	0.000
403	2.68000	965.034	290.721	83.829	0.000	0.000	0.000	0.000	0.000	0.000
404	2.68667	965.093	290.796	83.901	0.000	0.000	0.000	0.000	0.000	0.000
405	2.69333	965.051	290.676	83.841	0.000	0.000	0.000	0.000	0.000	0.000
406	2.70000	965.052	290.648	83.866	0.000	0.000	0.000	0.000	0.000	0.000
407	2.70667	965.112	290.563	83.931	0.000	0.000	0.000	0.000	0.000	0.000
408	2.71333	965.090	290.641	83.853	0.000	0.000	0.000	0.000	0.000	0.000
409	2.72000	965.128	290.698	83.963	0.000	0.000	0.000	0.000	0.000	0.000
410	2.72667	965.091	290.604	83.827	0.000	0.000	0.000	0.000	0.000	0.000
411	2.73333	965.119	290.740	83.921	0.000	0.000	0.000	0.000	0.000	0.000
412	2.74000	965.124	290.620	83.808	0.000	0.000	0.000	0.000	0.000	0.000
413	2.74667	965.086	290.653	83.784	0.000	0.000	0.000	0.000	0.000	0.000
414	2.75333	965.089	290.662	83.788	0.000	0.000	0.000	0.000	0.000	0.000
415	2.76000	965.117	290.647	83.771	0.000	0.000	0.000	0.000	0.000	0.000
416	2.76667	965.091	290.667	83.817	0.000	0.000	0.000	0.000	0.000	0.000
417	2.77333	965.137	290.651	83.829	0.000	0.000	0.000	0.000	0.000	0.000
418	2.78000	965.152	290.735	83.915	0.000	0.000	0.000	0.000	0.000	0.000
419	2.78667	965.131	290.660	83.818	0.000	0.000	0.000	0.000	0.000	0.000
420	2.79333	965.097	290.640	83.811	0.000	0.000	0.000	0.000	0.000	0.000
421	2.80000	965.190	290.624	83.990	0.000	0.000	0.000	0.000	0.000	0.000
422	2.80667	965.140	290.760	83.883	0.000	0.000	0.000	0.000	0.000	0.000
423	2.81333	965.075	290.702	83.779	0.000	0.000	0.000	0.000	0.000	0.000
424	2.82000	965.137	290.694	83.957	0.000	0.000	0.000	0.000	0.000	0.000
425	2.82667	965.039	290.838	83.900	0.000	0.000	0.000	0.000	0.000	0.000
426	2.83333	965.032	290.766	83.806	0.000	0.000	0.000	0.000	0.000	0.000
427	2.84000	965.066	290.863	83.946	0.000	0.000	0.000	0.000	0.000	0.000
428	2.84667	965.117	290.771	84.031	0.000	0.000	0.000	0.000	0.000	0.000
429	2.85333	965.037	290.834	83.940	0.000	0.000	0.000	0.000	0.000	0.000
430	2.86000	965.066	290.876	83.963	0.000	0.000	0.000	0.000	0.000	0.000
431	2.86667	965.098	290.763	84.056	0.000	0.000	0.000	0.000	0.000	0.000
432	2.87333	965.078	290.816	84.067	0.000	0.000	0.000	0.000	0.000	0.000
433	2.88000	965.109	290.817	84.058	0.000	0.000	0.000	0.000	0.000	0.000
434	2.88667	965.120	290.849	84.059	0.000	0.000	0.000	0.000	0.000	0.000
435	2.89333	965.123	290.889	84.061	0.000	0.000	0.000	0.000	0.000	0.000
436	2.90000	965.172	290.907	84.054	0.000	0.000	0.000	0.000	0.000	0.000
437	2.90667	965.137	290.919	84.051	0.000	0.000	0.000	0.000	0.000	0.000
438	2.91333	965.184	290.885	84.021	0.000	0.000	0.000	0.000	0.000	0.000
439	2.92000	965.208	290.933	84.052	0.000	0.000	0.000	0.000	0.000	0.000
440	2.92667	965.242	290.913	84.057	0.000	0.000	0.000	0.000	0.000	0.000
441	2.93333	965.242	290.894	84.046	0.000	0.000	0.000	0.000	0.000	0.000
442	2.94000	965.260	290.921	84.084	0.000	0.000	0.000	0.000	0.000	0.000
443	2.94667	965.274	290.904	84.098	0.000	0.000	0.000	0.000	0.000	0.000
444	2.95333	965.294	290.915	84.071	0.000	0.000	0.000	0.000	0.000	0.000
445	2.96000	965.303	290.912	84.066	0.000	0.000	0.000	0.000	0.000	0.000
446	2.96667	965.299	290.895	84.043	0.000	0.000	0.000	0.000	0.000	0.000
447	2.97333	965.336	290.897	84.027	0.000	0.000	0.000	0.000	0.000	0.000
448	2.98000	965.333	290.906	84.026	0.000	0.000	0.000	0.000	0.000	0.000
449	2.98667	965.316	290.894	83.992	0.000	0.000	0.000	0.000	0.000	0.000
450	2.99333	965.322	290.903	83.997	0.000	0.000	0.000	0.000	0.000	0.000
451	3.00000	965.363	290.878	84.019	0.000	0.000	0.000	0.000	0.000	0.000
452	3.00667	965.345	290.865	84.044	0.000	0.000	0.000	0.000	0.000	0.000
453	3.01333	965.338	290.900	84.031	0.000	0.000	0.000	0.000	0.000	0.000
454	3.02000	965.334	290.854	84.021	0.000	0.000	0.000	0.000	0.000	0.000
455	3.02667	965.369	290.845	84.039	0.000	0.000	0.000	0.000	0.000	0.000
456	3.03333	965.379	290.851	84.014	0.000	0.000	0.000	0.000	0.000	0.000
457	3.04000	965.324	290.921	83.921	0.000	0.000	0.000	0.000	0.000	0.000
458	3.04667	965.365	290.821	83.945	0.000	0.000	0.000	0.000	0.000	0.000
459	3.05333	965.338	290.789	83.952	0.000	0.000	0.000	0.000	0.000	0.000
460	3.06000	965.314	290.861	83.842	0.000	0.000	0.000	0.000	0.000	0.000
461	3.06667	965.323	290.843	83.854	0.000	0.000	0.000	0.000	0.000	0.000
462	3.07333	965.307	290.833	83.897	0.000	0.000	0.000	0.000	0.000	0.000
463	3.08000	965.299	290.812	83.850	0.000	0.000	0.000	0.000	0.000	0.000
464	3.08667	965.324	290.788	83.855	0.000	0.000	0.000	0.000	0.000	0.000
465	3.09333	965.318	290.738	83.836	0.000	0.000	0.000	0.000	0.000	0.000
466	3.10000	965.347	290.721	83.856	0.000	0.000	0.000	0.000	0.000	0.000
467	3.10667	965.344	290.736	83.802	0.000	0.000	0.000	0.000	0.000	0.000
468	3.11333	965.312	290.706	83.801	0.000	0.000	0.000	0.000	0.000	0.000
469	3.12000	965.360	290.715	83.801	0.000	0.000	0.000	0.000	0.000	0.000
470	3.12667	965.368	290.741	83.805	0.000	0.000	0.000	0.000	0.000	0.000
471	3.13333	965.355	290.731	83.764	0.000	0.000	0.000	0.000	0.000	0.000
472	3.14000	965.397	290.758	83.786	0.000	0.000	0.000	0.000	0.000	0.000
473	3.14667	965.370	290.731	83.789	0.000	0.000	0.000	0.000	0.000	0.000
474	3.15333	965.409	290.706	83.811	0.000	0.000	0.000	0.000	0.000	0.000
475	3.16000	965.414	290.689	83.783	0.000	0.000	0.000	0.000	0.000	0.000
476	3.16667	965.432	290.628	83.735	0.000	0.000	0.000	0.000	0.000	0.000
477	3.17333	965.435	290.673	83.818	0.000	0.000	0.000	0.000	0.000	0.000
478	3.18000	965.452	290.682	83.794	0.000	0.000	0.000	0.000	0.000	0.000
479	3.18667	965.457	290.669	83.802	0.000	0.000	0.000	0.000	0.000	0.000
480	3.19333	965.504	290.702	83.826	0.000	0.000	0.000	0.000	0.000	0.000
481	3.20000	965.510	290.693	83.809	0.000	0.000	0.000	0.000	0.000	0.000
482	3.20667	965.534	290.692	83.804	0.000	0.000	0.000	0.000	0.000	0.000
483	3.21333	965.549	290.705	83.785	0.000	0.000	0.000	0.000	0.000	0.000
484	3.22000	965.561	290.704	83.794	0.000	0.000	0.000	0.000	0.000	0.000
485	3.22667	965.600	290.688	83.787	0.000	0.000	0.000	0.000	0.000	0.000
486	3.23333	965.599	290.656	83.786	0.000	0.000	0.000	0.000	0.000	0.000
487	3.24000	965.601	290.683	83.835	0.000	0.000	0.000	0.000	0.000	0.000
488	3.24667	965.608	290.629	83.822	0.000	0.000	0.000	0.000	0.000	0.000
489	3.25333	965.634	290.663	83.813	0.000	0.000	0.000	0.000	0.000	0.000
490	3.26000	965.640	290.665	83.796	0.000	0.000	0.000	0.000	0.000	0.000
491	3.26667	965.629	290.666	83.799	0.000	0.000	0.000	0.000	0.000	0.000
492	3.27333	965.632	290.683	83.791	0.000	0.000	0.000	0.000	0.000	0.000
493	3.28000	965.645	290.741	83.732	0.000	0.000	0.000	0.000	0.000	0.000
494	3.28667	965.624	290.701	83.726	0.000	0.000	0.000	0.000	0.000	0.000
495	3.29333	965.620	290.715	83.758	0.000	0.000	0.000	0.000	0.000	0.000
496	3.30000	965.626	290.748	83.731	0.000	0.000	0.000	0.000	0.000	0.000
497	3.30667	965.657	290.685	83.730	0.000	0.000	0.000	0.000	0.000	0.000
498	3.31333	965.675	290.698	83.762	0.000	0.000	0.000	0.000	0.000	0.000
499	3.32000	965.686	290.710	83.760	0.000	0.000	0.000	0.000	0.000	0.000
500	3.32667	965.686	290.702	83.707	0.000	0.000	0.000	0.000	0.000	0.000
501	3.33333	965.718	290.725	83.723	0.000	0.000	0.000	0.000	0.000	0.000
502	3.34000	965.737	290.734	83.707	0.000	0.000	0.000	0.000	0.000	0.000
503	3.34667	965.761	290.788	83.666	0.000	0.000	0.000	0.000	0.000	0.000
504	3.35333	965.732	290.872	83.637	0.000	0.000	0.000	0.000	0.000	0.000
505	3.36000	965.790	290.854	83.682	0.000	0.000	0.000	0.000	0.000	0.000
506	3.36667	965.796	290.910	83.658	0.000	0.000	0.000	0.000	0.000	0.000
507	3.37333	965.780	290.921	83.647	0.000	0.000	0.000	0.000	0.000	0.000
508	3.38000	965.796	290.955	83.659	0.000	0.000	0.000	0.000	0.000	0.000
509	3.38667	965.792	290.876	83.689	0.000	0.000	0.000	0.000	0.000	0.000
510	3.39333	965.839	290.797	83.781	0.000	0.000	0.000	0.000	0.000	0.000
511	3.40000	965.860	290.803	83.772	0.000	0.000	0.000	0.000	0.000	0.000
512	3.40667	965.849	290.837	83.740	0.000	0.000	0.000	0.000	0.000	0.000
513	3.41333	965.820	290.890	83.708	0.000	0.000	0.000	0.000	0.000	0.000
514	3.42000	965.848	290.887	83.743	0.000	0.000	0.000	0.000	0.000	0.000
515	3.42667	965.796	290.999	83.642	0.000	0.000	0.000	0.000	0.000	0.000
516	3.43333	965.850	290.887	83.740	0.000	0.000	0.000	0.000	0.000	0.000
517	3.44000	965.846	290.905	83.747	0.000	0.000	0.000	0.000	0.000	0.000
518	3.44667	965.823	290.992	83.642	0.000	0.000	0.000	0.000	0.000	0.000
519	3.45333	965.884	290.883	83.745	0.000	0.000	0.000	0.000	0.000	0.000
520	3.46000	965.844	290.947	83.654	0.000	0.000	0.000	0.000	0.000	0.000
521	3.46667	965.875	290.894	83.687	0.000	0.000	0.000	0.000	0.000	0.000
522	3.47333	965.927	290.819	83.754	0.000	0.000	0.000	0.000	0.000	0.000
523	3.48000	965.881	290.863	83.705	0.000	0.000	0.000	0.000	0.000	0.000
524	3.48667	965.944	290.776	83.757	0.000	0.000	0.000	0.000	0.000	0.000
525	3.49333	965.909	290.875	83.698	0.000	0.000	0.000	0.000	0.000	0.000
526	3.50000	965.854	290.878	83.640	0.000	0.000	0.000	0.000	0.000	0.000
527	3.50667	965.868	290.848	83.680	0.000	0.000	0.000	0.000	0.000	0.000
528	3.51333	965.859	290.845	83.678	0.000	0.000	0.000	0.000	0.000	0.000
529	3.52000	965.848	290.879	83.626	0.000	0.000	0.000	0.000	0.000	0.000
530	3.52667	965.800	290.851	83.615	0.000	0.000	0.000	0.000	0.000	0.000
531	3.53333	965.833	290.824	83.661	0.000	0.000	0.000	0.000	0.000	0.000
532	3.54000	965.772	290.874	83.651	0.000	0.000	0.000	0.000	0.000	0.000
533	3.54667	965.798	290.821	83.684	0.000	0.000	0.000	0.000	0.000	0.000
534	3.55333	965.761	290.796	83.703	0.000	0.000	0.000	0.000	0.000	0.000
535	3.56000	965.746	290.846	83.706	0.000	0.000	0.000	0.000	0.000	0.000
536	3.56667	965.733	290.865	83.663	0.000	0.000	0.000	0.000	0.000	0.000
537	3.57333	965.748	290.820	83.713	0.000	0.000	0.000	0.000	0.000	0.000
538	3.58000	965.692	290.906	83.692	0.000	0.000	0.000	0.000	0.000	0.000
539	3.58667	965.695	290.891	83.700	0.000	0.000	0.000	0.000	0.000	0.000
540	3.59333	965.639	290.896	83.645	0.000	0.000	0.000	0.000	0.000	0.000
541	3.60000	965.677	290.920	83.700	0.000	0.000	0.000	0.000	0.000	0.000
542	3.60667	965.684	290.880	83.782	0.000	0.000	0.000	0.000	0.000	0.000
543	3.61333	965.683	290.867	83.786	0.000	0.000	0.000	0.000	0.000	0.000
544	3.62000	965.614	290.941	83.749	0.000	0.000	0.000	0.000	0.000	0.000
545	3.62667	965.650	290.852	83.824	0.000	0.000	0.000	0.000	0.000	0.000
546	3.63333	965.643	290.905	83.735	0.000	0.000	0.000	0.000	0.000	0.000
547	3.64000	965.650	290.832	83.764	0.000	0.000	0.000	0.000	0.000	0.000
548	3.64667	965.634	290.952	83.722	0.000	0.000	0.000	0.000	0.000	0.000
549	3.65333	965.660	290.866	83.801	0.000	0.000	0.000	0.000	0.000	0.000
550	3.66000	965.639	290.932	83.696	0.000	0.000	0.000	0.000	0.000	0.000
551	3.66667	965.609	290.912	83.706	0.000	0.000	0.000	0.000	0.000	0.000
552	3.67333	965.633	290.922	83.690	0.000	0.000	0.000	0.000	0.000	0.000
553	3.68000	965.621	290.916	83.715	0.000	0.000	0.000	0.000	0.000	0.000
554	3.68667	965.608	290.929	83.703	0.000	0.000	0.000	0.000	0.000	0.000
555	3.69333	965.634	290.872	83.695	0.000	0.000	0.000	0.000	0.000	0.000
556	3.70000	965.599	290.875	83.653	0.000	0.000	0.000	0.000	0.000	0.000
557	3.70667	965.609	290.898	83.704	0.000	0.000	0.000	0.000	0.000	0.000
558	3.71333	965.602	290.849	83.679	0.000	0.000	0.000	0.000	0.000	0.000
559	3.72000	965.584	290.869	83.705	0.000	0.000	0.000	0.000	0.000	0.000
560	3.72667	965.615	290.833	83.783	0.000	0.000	0.000	0.000	0.000	0.000
561	3.73333	965.556	290.893	83.699	0.000	0.000	0.000	0.000	0.000	0.000
562	3.74000	965.615	290.799	83.774	0.000	0.000	0.000	0.000	0.000	0.000
563	3.74667	965.593	290.834	83.785	0.000	0.000	0.000	0.000	0.000	0.000
564	3.75333	965.562	290.876	83.718	0.000	0.000	0.000	0.000	0.000	0.000
565	3.76000	965.592	290.813	83.782	0.000	0.000	0.000	0.000	0.000	0.000
566	3.76667	965.550	290.883	83.732	0.000	0.000	0.000	0.000	0.000	0.000
567	3.77333	965.579	290.786	83.844	0.000	0.000	0.000	0.000	0.000	0.000
568	3.78000	965.535	290.870	83.773	0.000	0.000	0.000	0.000	0.000	0.000
569	3.78667	965.527	290.863	83.786	0.000	0.000	0.000	0.000	0.000	0.000
570	3.79333	965.527	290.811	83.844	0.000	0.000	0.000	0.000	0.000	0.000
571	3.80000	965.472	290.887	83.765	2285.822	-1399.086	9.016	0.000	0.000	0.000
572	3.80667	965.474	290.860	83.760	2296.767	-1405.894	5.611	0.000	0.000	0.000
573	3.81333	965.501	290.869	83.744	2285.676	-1399.058	8.976	0.000	0.000	0.000
574	3.82000	965.464	290.886	83.733	0.000	0.000	0.000	0.000	0.000	0.000
575	3.82667	965.478	290.851	83.758	0.000	0.000	0.000	0.000	0.000	0.000
576	3.83333	965.477	290.841	83.771	0.000	0.000	0.000	0.000	0.000	0.000
577	3.84000	965.454	290.894	83.800	0.000	0.000	0.000	0.000	0.000	0.000
578	3.84667	965.450	290.862	83.801	0.000	0.000	0.000	0.000	0.000	0.000
579	3.85333	965.442	290.877	83.789	0.000	0.000	0.000	0.000	0.000	0.000
580	3.86000	965.505	290.774	83.909	0.000	0.000	0.000	0.000	0.000	0.000
581	3.86667	965.451	290.873	83.794	0.000	0.000	0.000	0.000	0.000	0.000
582	3.87333	965.447	290.869	83.803	0.000	0.000	0.000	0.000	0.000	0.000
583	3.88000	965.476	290.783	83.877	0.000	0.000	0.000	0.000	0.000	0.000
584	3.88667	965.443	290.900	83.779	0.000	0.000	0.000	0.000	0.000	0.000
585	3.89333	965.475	290.830	83.854	0.000	0.000	0.000	0.000	0.000	0.000
586	3.90000	965.398	290.895	83.800	0.000	0.000	0.000	0.000	0.000	0.000
587	3.90667	965.480	290.831	83.885	0.000	0.000	0.000	0.000	0.000	0.000
588	3.91333	965.428	290.926	83.801	0.000	0.000	0.000	0.000	0.000	0.000
589	3.92000	965.482	290.799	83.866	0.000	0.000	0.000	0.000	0.000	0.000
590	3.92667	965.493	290.816	83.905	0.000	0.000	0.000	0.000	0.000	0.000
591	3.93333	965.488	290.828	83.898	0.000	0.000	0.000	0.000	0.000	0.000
592	3.94000	965.479	290.806	83.886	0.000	0.000	0.000	0.000	0.000	0.000
593	3.94667	965.477	290.824	83.880	0.000	0.000	0.000	0.000	0.000	0.000
594	3.95333	965.455	290.856	83.871	0.000	0.000	0.000	0.000	0.000	0.000
595	3.96000	965.400	290.957	83.812	0.000	0.000	0.000	0.000	0.000	0.000
596	3.96667	965.396	290.896	83.794	0.000	0.000	0.000	0.000	0.000	0.000
597	3.97333	965.434	290.871	83.864	0.000	0.000	0.000	0.000	0.000	0.000
598	3.98000	965.390	290.908	83.772	0.000	0.000	0.000	0.000	0.000	0.000
599	3.98667	965.391	290.873	83.771	0.000	0.000	0.000	0.000	0.000	0.000
600	3.99333	965.445	290.797	83.879	0.000	0.000	0.000	0.000	0.000	0.000
601	4.00000	965.406	290.863	83.802	0.000	0.000	0.000	0.000	0.000	0.000
602	4.00667	965.392	290.848	83.788	0.000	0.000	0.000	0.000	0.000	0.000
603	4.01333	965.398	290.865	83.806	0.000	0.000	0.000	0.000	0.000	0.000
604	4.02000	965.426	290.871	83.789	0.000	0.000	0.000	0.000	0.000	0.000
605	4.02667	965.410	290.880	83.800	0.000	0.000	0.000	0.000	0.000	0.000
606	4.03333	965.430	290.817	83.826	0.000	0.000	0.000	0.000	0.000	0.000
607	4.04000	965.424	290.826	83.843	0.000	0.000	0.000	0.000	0.000	0.000
608	4.04667	965.459	290.793	83.818	0.000	0.000	0.000	0.000	0.000	0.000
609	4.05333	965.432	290.803	83.829	0.000	0.000	0.000	0.000	0.000	0.000
610	4.06000	965.444	290.791	83.862	0.000	0.000	0.000	0.000	0.000	0.000
611	4.06667	965.405	290.883	83.775	0.000	0.000	0.000	0.000	0.000	0.000
612	4.07333	965.449	290.849	83.809	0.000	0.000	0.000	0.000	0.000	0.000
